Name,Latitude,Longitude,Parroquia,Tipus,Date,Marker,Link to the inventory,Explore,Level of protection,Link Picture,Image source,Id_culture,Property,Style,Historical Periods,Visitable,Visible online,Catalog code parròquia,Link TripAdvisor,Link Wikipedia,Link parròquia,Link VisitAndorra,Architect- Artist,Notes
Font dels Cóms,42.463732,1.491417,Sant Julià de Lòria,fountain,1866,,,"https://www.google.com/maps/@42.4636627,1.4913167,3a,75y,58.62h,96.19t,359.61r/data=!3m6!1e1!3m4!1spCjozvd7O80K-8GX1FUeNQ!2e0!7i13312!8i6656",,http://m1.visitandorra.com/var/andorra/storage/images/www.andorra.ad/cultura/font-dels-coms/268696-37-cat-ES/font-dels-coms_img_gallery_full_page.jpg,Andorra Turisme,,Public,,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,C3,https://www.tripadvisor.com/Attraction_Review-g2385375-d10398788-Reviews-Font_dels_Coms-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,,http://www.santjulia.ad/turisme-punts-d-interes,http://visitandorra.com/en/culture/font-dels-coms-spring/,,
Bordes del Serrat,42.618719,1.538615,Ordino,farms group,1600-1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Bordes_del_Serrat.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Sí,Visible,33,,,,,,
Mola de cal Gené,42.577892,1.518237,Ordino,mill,1700-1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Molí_de_cal_Gener.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Sí,Visible,219,,,,,,Also known as Mola del Mas d’en Sole
Camí d'Ansalonga a Llorts,42.595862,1.528317,Ordino,way,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Camí_de_l_Obac.JPG,Patrimoni Cultural d'Andorra,,Public,,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Sí,Visible,76,,,http://www.ordino.ad/turisme/que-visitar/ruta-del-ferro,http://visitandorra.com/en/nature/hiking-route-ruta-del-ferro/,,Also known as Camí de l’Obac
Colomer de la casa Areny-Plandolit,42.557025,1.534505,Ordino,dovecote,1700-1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Colomer_de_la_casa_Areny-Plandolit.JPG,Patrimoni Cultural d'Andorra,,Public,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,154,https://www.tripadvisor.com/Attraction_Review-g2385370-d3523914-Reviews-Museu_Casa_d_Areny_Plandolit-Ordino_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Casa_d%27Areny-Plandolit#Els_t.C3.ADtols_nobiliaris,http://www.ordino.ad/turisme/que-visitar/museus-1/museu-casa-d2019areny-plandolit,http://visitandorra.com/en/culture/casa-d-areny-plandolit-museum/,,
La Cortinada,42.575907,1.518987,Ordino,village,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/La_Cortinada.JPG,Patrimoni Cultural d'Andorra,,Public & private,vernacular architecture,"Middle Ages: AD 500-1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Sí,Visible,s/n,,https://ca.wikipedia.org/wiki/La_Cortinada,,,,
Llorts,42.596186,1.526642,Ordino,village,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Llorts.JPG,Patrimoni Cultural d'Andorra,,Public & private,vernacular architecture,"Middle Ages: AD 500-1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Sí,Visible,s/n,,https://ca.wikipedia.org/wiki/Llorts,,,,
Orris de la Coma del Forat,42.631465,1.480267,Ordino,Cheese dairy,1900-200,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Orris_de_la_Coma_del_Forat.JPG,Patrimoni Cultural d'Andorra,,Public,vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),Si,Visible,s/n,,,,http://visitandorra.com/en/nature/orri-de-la-coma-del-forat/,,
Cabanes i tancats d'Encodina,42.625731,1.528138,Ordino,cabins,1600-1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Cabanes_i_tancats_d_Encodina.JPG,Patrimoni Cultural d'Andorra,,Public,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Sí,Visible,s/n,,,,,,
Vall de Rialb,42.626598,1.552045,Ordino,cultural landscape,,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Vall_de_Rialb.JPG,Patrimoni Cultural d'Andorra,,Public,,,Sí,Visible,s/n,,https://ca.wikipedia.org/wiki/Vall_de_Rialb,,,,
Jardí dels boixos de casa Areny-Plandolit,42.557065,1.535055,Ordino,garden,1800-2000,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Jardí_dels_boixos_de_Casa_d_Areny-Plandolit.JPG,Patrimoni Cultural d'Andorra,,Public,,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,,https://www.tripadvisor.com/Attraction_Review-g2385370-d3523914-Reviews-Museu_Casa_d_Areny_Plandolit-Ordino_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Casa_d%27Areny-Plandolit#Els_t.C3.ADtols_nobiliaris,http://www.ordino.ad/turisme/que-visitar/museus-1/museu-casa-d2019areny-plandolit,http://visitandorra.com/en/culture/casa-d-areny-plandolit-museum/,,
Farga Areny,42.553884,1.527963,Ordino,forge,1600-1800,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Farga_Areny.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,,,,,,,
Mola i serradora Nicolau,42.55798,1.531894,Ordino,mill and sawmill,1900-2000,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Mola_i_serradora_de_cal_Nicolau.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,,,,,,,
Borda molines d'Arans,42.586825,1.520912,Ordino,farm,1600-1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Borda_Molines_d_Arans.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,,,,,,,
Bordes de les Planes de Sornàs,42.570002,1.528187,Ordino,farms group,1600-1900,,,,No,http://www.juanitadevis.com/Andorra/img_Cultural_Heritage/Ordino/Bordes_de_les_Planes_de_Sornàs.JPG,Patrimoni Cultural d'Andorra,,Private,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,,,,,,,
